School Name,City,State,Country,Website,Program Name,Degree Level,Accreditation Dates,Accredited Campus Locations,Criteria,Date of Next Comprehensive Review,Accredited By,International Mutual Recognition Aggreement
Montana Technological University,Butte,Montana,United States,www.mtech.edu,Occupational Safety and Health,Bachelors,"Oct 1, 2011 – Present",Main Campus,Safety,2028-2029,ANSAC,
Montana Technological University,Butte,Montana,United States,www.mtech.edu,Computer Science,Bachelors,"Oct 1, 1999 – Present",Main Campus,Computer Science,2028-2029,CAC,Seoul Accord
Montana State University - Bozeman,Bozeman,Montana,United States,www.montana.edu,Computer Science,Bachelors,"Oct 1, 1993 – Present",Main Campus,Computer Science,2027-2028,CAC,Seoul Accord
Montana State University - Bozeman,Bozeman,Montana,United States,www.montana.edu,Environmental Engineering,Bachelors,"Oct 1, 2019 – Present",Main Campus,Environmental Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Montana State University - Bozeman,Bozeman,Montana,United States,www.montana.edu,Construction Engineering Technology,Bachelors,"Oct 1, 1974 – Present",Main Campus,Construction Engineering Technology,2027-2028,ETAC,Sydney Accord
Montana State University - Bozeman,Bozeman,Montana,United States,www.montana.edu,Mechanical Engineering Technology,Bachelors,"Oct 1, 1974 – Present",Main Campus,Mechanical Engineering Technology,2027-2028,ETAC,Sydney Accord
Montana State University - Bozeman,Bozeman,Montana,United States,www.montana.edu,Chemical Engineering,Bachelors,"Oct 1, 1948 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Montana State University - Bozeman,Bozeman,Montana,United States,www.montana.edu,Civil Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Civil Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Montana State University - Bozeman,Bozeman,Montana,United States,www.montana.edu,Electrical Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Electrical and Electronics Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Montana State University - Bozeman,Bozeman,Montana,United States,www.montana.edu,Industrial and Management Systems Engineering,Bachelors,"Oct 1, 1950 – Present",Main Campus,"Engineering Management, Industrial Engineering",2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Montana State University - Bozeman,Bozeman,Montana,United States,www.montana.edu,Mechanical Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Mechanical Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Montana State University - Bozeman,Bozeman,Montana,United States,www.montana.edu,Computer Engineering,Bachelors,"Oct 1, 1999 – Present",Main Campus,Computer Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Montana State University - Bozeman,Bozeman,Montana,United States,www.montana.edu,Biological Engineering,Bachelors,"Oct 1, 2015 – Present",Main Campus,Biological Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Montana State University - Northern,Havre,Montana,United States,www.msun.edu,Civil Engineering Technology,Bachelors,"Oct 1, 1996 – Present",Main Campus,Civil Engineering Technology,2027-2028,ETAC,Sydney Accord
Montclair State University,Montclair,New Jersey,United States,www.montclair.edu,Computer Science,Bachelors,"Oct 1, 1993 – Present",Main Campus,Computer Science,2026-2027,CAC,Seoul Accord
Montclair State University,Montclair,New Jersey,United States,www.montclair.edu,Information Technology,Bachelors,"Oct 1, 2019 – Present",Main Campus,Information Technology,2026-2027,CAC,Seoul Accord
Morgan State University,Baltimore,Maryland,United States,www.morgan.edu,Transportation Systems,Bachelors,"Oct 1, 2012 – Present",Main Campus,General Criteria Only (ANSAC),2025-2026,ANSAC,
Morgan State University,Baltimore,Maryland,United States,www.morgan.edu,Civil Engineering,Bachelors,"Oct 1, 1990 – Present",Main Campus,Civil Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Morgan State University,Baltimore,Maryland,United States,www.morgan.edu,Electrical Engineering,Bachelors,"Oct 1, 1988 – Present",Main Campus,Electrical and Electronics Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Morgan State University,Baltimore,Maryland,United States,www.morgan.edu,Industrial Engineering,Bachelors,"Oct 1, 1990 – Present",Main Campus,Industrial Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Morgan State University,Baltimore,Maryland,United States,www.morgan.edu,Transportation Systems Engineering,Bachelors,"Oct 1, 2021 – Present",Main Campus,General Criteria Only (EAC),2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
County College of Morris,Randolph,New Jersey,United States,www.ccm.edu,Electronic(s) Engineering Technology,Associates,"Oct 1, 1985 – Present",Main Campus,Electrical and Electronics Engineering Technology,2024-2025,ETAC,Dublin Accord
County College of Morris,Randolph,New Jersey,United States,www.ccm.edu,Mechanical Engineering Technology,Associates,"Oct 1, 1985 – Present",Main Campus,Mechanical Engineering Technology,2024-2025,ETAC,Dublin Accord
Morrison Institute of Technology,Morrison,Illinois,United States,www.morrisontech.edu,Engineering Technology,Associates,"Oct 1, 1981 – Present",Main Campus,Engineering Technology,2026-2027,ETAC,Dublin Accord
University of Mount Union,Alliance,Ohio,United States,http://www.mountunion.edu,Mechanical Engineering,Bachelors,"Oct 1, 2013 – Present",Main Campus,Mechanical Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
University of Mount Union,Alliance,Ohio,United States,http://www.mountunion.edu,Civil Engineering,Bachelors,"Oct 1, 2013 – Present",Main Campus,Civil Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
University of Mount Union,Alliance,Ohio,United States,http://www.mountunion.edu,Biomedical Engineering,Bachelors,"Oct 1, 2021 – Present",Main Campus,Bioengineering and Biomedical Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
University of Mount Union,Alliance,Ohio,United States,http://www.mountunion.edu,Computer Engineering,Bachelors,"Oct 1, 2021 – Present",Main Campus,Computer Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
Mount Vernon Nazarene University,Mount Vernon,Ohio,United States,https://mvnu.edu/,Engineering,Bachelors,"Oct 1, 2017 – Present",Main Campus,"Engineering, General Engineering, Engineering Physics, and Engineering Science",2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Murray State University,Murray,Kentucky,United States,www.murraystate.edu,Occupational Safety and Health,Bachelors,"Oct 1, 1988 – Present",Main Campus,Safety,2028-2029,ANSAC,
Murray State University,Murray,Kentucky,United States,www.murraystate.edu,Occupational Safety and Health,Masters,"Oct 1, 1988 – Present",Main Campus,Safety,2028-2029,ANSAC,
Murray State University,Murray,Kentucky,United States,www.murraystate.edu,Engineering Physics,Bachelors,"Oct 1, 1996 – Present",Main Campus,"Engineering, General Engineering, Engineering Physics, and Engineering Science",2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Murray State University,Murray,Kentucky,United States,www.murraystate.edu,Civil and Sustainability Engineering,Bachelors,"Oct 1, 2021 – Present",Main Campus,Civil Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Zane State College,Zanesville,Ohio,United States,www.zanestate.edu,Electrical/Electronic(s) Engineering Technology,Associates,"Oct 1, 1987 – Present",Main Campus,Electrical and Electronics Engineering Technology,2028-2029,ETAC,Dublin Accord
Muskingum University,New Concord,Ohio,United States,www.muskingum.edu,General Engineering,Bachelors,"Oct 1, 2010 – Present",Main Campus,"Engineering, General Engineering, Engineering Physics, and Engineering Science",2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Nashua Community College,Nashua,New Hampshire,United States,www.nashuacc.edu,Electronic Engineering Technology,Associates,"Oct 1, 2009 – Present",Main Campus,Electrical and Electronics Engineering Technology,2028-2029,ETAC,Dublin Accord
Nassau Community College,Garden City,New York,United States,www.ncc.edu,Civil Engineering Technology,Associates,"Oct 1, 1975 – Present",Main Campus,Civil Engineering Technology,2024-2025,ETAC,Dublin Accord
Nassau Community College,Garden City,New York,United States,www.ncc.edu,Electrical Engineering Technology,Associates,"Oct 1, 1993 – Present",Main Campus,Electrical and Electronics Engineering Technology,2024-2025,ETAC,Dublin Accord
National Test Pilot School,Mojave,California,United States,www.ntps.edu,Flight Test Engineering,Masters,"Oct 1, 2004 – Present",Main Campus,General Criteria Only (EAC),2029-2030,EAC,
National University,San Diego,California,United States,http://www.nu.edu,Computer Science,Bachelors,"Oct 1, 2014 – Present",Main Campus,Computer Science,2027-2028,CAC,Seoul Accord
National University,San Diego,California,United States,http://www.nu.edu,Electrical and Computer Engineering,Bachelors,"Oct 1, 2020 – Present",Main Campus,"Computer Engineering, Electrical and Electronics Engineering",2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Navajo Technical University,Crownpoint,New Mexico,United States,,Information Technology,Bachelors,"Oct 1, 2021 – Present",Main Campus,Information Technology,2029-2030,CAC,Seoul Accord
Navajo Technical University,Crownpoint,New Mexico,United States,,Electrical Engineering,Bachelors,"Oct 1, 2015 – Present",Main Campus,Electrical and Electronics Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Navajo Technical University,Crownpoint,New Mexico,United States,,Industrial Engineering,Bachelors,"Oct 1, 2015 – Present",Main Campus,Industrial Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Navajo Technical University,Crownpoint,New Mexico,United States,,Advanced Manufacturing Engineering Technology,Bachelors,"Oct 1, 2021 – Present",Main Campus,Manufacturing Engineering Technology,2029-2030,ETAC,Sydney Accord
Navajo Technical University,Crownpoint,New Mexico,United States,,Chemical Engineering Technology,Associates,"Oct 1, 2021 – Present",Main Campus,Chemical/Refinery Process Engineering Technology,2029-2030,ETAC,Dublin Accord
Navajo Technical University,Crownpoint,New Mexico,United States,,Engineering Technology,Associates,"Oct 1, 2021 – Present",Main Campus,Engineering Technology,2029-2030,ETAC,Dublin Accord
Naval Postgraduate School,Monterey,California,United States,www.nps.edu,Astronautical Engineering,Masters,"Oct 1, 1994 – Present",Main Campus,Aerospace Engineering,2025-2026,EAC,
Naval Postgraduate School,Monterey,California,United States,www.nps.edu,Electrical Engineering,Masters,"Oct 1, 1973 – Present",Main Campus,Electrical and Electronics Engineering,2025-2026,EAC,
Naval Postgraduate School,Monterey,California,United States,www.nps.edu,Mechanical Engineering,Masters,"Oct 1, 1973 – Present",Main Campus,Mechanical Engineering,2025-2026,EAC,
Naval Postgraduate School,Monterey,California,United States,www.nps.edu,Systems Engineering,Masters,"Oct 1, 2008 – Present",Main Campus,Systems Engineering,2025-2026,EAC,
University of Nebraska - Lincoln,Lincoln,Nebraska,United States,www.unl.edu,Construction Management,Bachelors,"Oct 1, 2016 – Present","Main Campus, Omaha",Construction Management,2029-2030,ANSAC,
University of Nebraska - Lincoln,Lincoln,Nebraska,United States,www.unl.edu,Computer Science,Bachelors,"Oct 1, 2004 – Present",Main Campus,Computer Science,2029-2030,CAC,Seoul Accord
University of Nebraska - Lincoln,Lincoln,Nebraska,United States,www.unl.edu,Agricultural Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Agricultural Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
University of Nebraska - Lincoln,Lincoln,Nebraska,United States,www.unl.edu,Biological Systems Engineering,Bachelors,"Oct 1, 1992 – Present",Main Campus,Biological Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
University of Nebraska - Lincoln,Lincoln,Nebraska,United States,www.unl.edu,Chemical Engineering,Bachelors,"Oct 1, 1954 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
University of Nebraska - Lincoln,Lincoln,Nebraska,United States,www.unl.edu,Civil Engineering,Bachelors,"Oct 1, 1936 – Present","Omaha, Main Campus",Civil Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
University of Nebraska - Lincoln,Lincoln,Nebraska,United States,www.unl.edu,Computer Engineering at Lincoln Campus,Bachelors,"Oct 1, 1995 – Present",Main Campus,Computer Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
University of Nebraska - Lincoln,Lincoln,Nebraska,United States,www.unl.edu,Electrical Engineering,Bachelors,"Oct 1, 1936 – Present","Main Campus, Omaha",Electrical and Electronics Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
University of Nebraska - Lincoln,Lincoln,Nebraska,United States,www.unl.edu,Mechanical Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Mechanical Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
University of Nebraska - Lincoln,Lincoln,Nebraska,United States,www.unl.edu,Architectural Engineering,Masters,"Oct 1, 2002 – Present",Omaha,Architectural Engineering,2029-2030,EAC,
University of Nebraska - Lincoln,Lincoln,Nebraska,United States,www.unl.edu,Construction Engineering,Bachelors,"Oct 1, 2006 – Present","Main Campus, Omaha",Construction Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
University of Nebraska - Lincoln,Lincoln,Nebraska,United States,www.unl.edu,Computer Engineering at Omaha Campus,Bachelors,"Oct 1, 2000 – Present",Omaha,Computer Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
University of Nebraska - Lincoln,Lincoln,Nebraska,United States,www.unl.edu,Software Engineering,Bachelors,"Oct 1, 2019 – Present",Main Campus,Software Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
University of Nebraska at Kearney,Kearney,Nebraska,United States,,Computer Science Comprehensive,Bachelors,"Oct 1, 2017 – Present",Main Campus,Computer Science,2025-2026,CAC,Seoul Accord
